755.03672	-128.002298	186.299913	1.024297	179.898583	178.885873
824.701416	-106.001429	199.900161	16.507584	160.256917	162.490446
849.208804	-83.600013	213.30051	33.776766	139.827458	155.947873
877.5084	1.39964	255.400201	52.956961	132.792873	134.877254
846.162896	62.799246	286.700521	64.913052	128.546625	115.751663
797.901296	70.999582	303.299903	86.975721	117.864304	102.079842
775.201171	113.50185	302.8999	108.589497	125.23828	98.898265
753.901961	102.00043	306.399961	123.263423	122.598491	93.448031
691.50071	78.999385	300.199572	131.409741	128.740611	76.788326
644.005687	82.900898	280.40007	141.69305	142.392684	71.90397
603.701657	32.19525	247.89971	147.866596	153.650447	54.965938
618.201614	-37.300003	228.300127	158.672365	157.607131	40.404163
669.504115	-88.001709	218.60019	163.596074	151.165381	26.491072
676.018069	-81.800189	229.40047	168.897479	148.868063	32.623749
706.711875	-94.000822	228.400903	175.168917	145.486315	30.293455
758.503677	-106.801566	219.399989	179.900629	135.599667	23.913417
782.317863	-109.400379	212.700112	179.900192	126.657005	21.970152
776.207722	-127.866758	183.19995	179.891479	164.902681	-1.248958
694.21727	-110.200355	202.699968	159.926689	144.910382	15.784572
732.101675	-133.300085	173.399992	149.208332	170.904538	-22.652018
