-9.3898	-66.189	-23.125	-180	-179.31	9.3898
-9.3898	-66.189	-23.125	180	-179.31	9.3898
-9.3898	-66.189	-23.125	-180	-179.31	9.3898
-9.3898	-66.189	-23.125	-180	-179.31	9.3898
-9.3897	-66.189	-23.125	180	-179.31	9.3897
-9.3897	-66.189	-23.125	-180	-179.31	9.3897
-9.3896	-66.189	-23.125	180	-179.31	9.3896
-9.3895	-66.189	-23.125	180	-179.31	9.3895
-9.3893	-66.189	-23.126	-180	-179.31	9.3893
-9.3891	-66.189	-23.126	180	-179.31	9.3891
-9.3889	-66.189	-23.126	180	-179.31	9.3889
-9.3886	-66.189	-23.126	-180	-179.32	9.3886
-9.3883	-66.189	-23.126	180	-179.32	9.3883
-9.3878	-66.189	-23.126	180	-179.32	9.3878
-9.3874	-66.189	-23.126	180	-179.32	9.3874
-9.3868	-66.189	-23.127	180	-179.32	9.3868
-9.3862	-66.189	-23.127	-180	-179.32	9.3862
-9.3854	-66.189	-23.127	180	-179.32	9.3854
-9.3846	-66.189	-23.128	-180	-179.32	9.3846
-9.3837	-66.189	-23.128	180	-179.32	9.3837
-9.3827	-66.189	-23.129	-180	-179.32	9.3827
-9.3816	-66.189	-23.129	180	-179.32	9.3816
-9.3803	-66.189	-23.13	-180	-179.32	9.3803
-9.379	-66.189	-23.131	180	-179.32	9.379
-9.3775	-66.189	-23.131	180	-179.32	9.3775
-9.3759	-66.189	-23.132	180	-179.32	9.3759
-9.3742	-66.188	-23.133	-180	-179.32	9.3742
-9.3723	-66.188	-23.134	-180	-179.32	9.3723
-9.3703	-66.188	-23.135	-180	-179.32	9.3703
-9.3681	-66.188	-23.136	180	-179.32	9.3681
-9.3658	-66.188	-23.137	-180	-179.33	9.3658
-9.3634	-66.188	-23.138	180	-179.33	9.3634
-9.3607	-66.188	-23.14	180	-179.33	9.3607
-9.3579	-66.188	-23.141	180	-179.33	9.3579
-9.3549	-66.187	-23.142	-180	-179.33	9.3549
-9.3517	-66.187	-23.144	-180	-179.33	9.3517
-9.3484	-66.187	-23.146	-180	-179.33	9.3484
-9.3448	-66.187	-23.147	-180	-179.33	9.3448
-9.3411	-66.187	-23.149	-180	-179.34	9.3411
-9.3372	-66.186	-23.151	-180	-179.34	9.3372
-9.3332	-66.186	-23.153	180	-179.34	9.3332
-9.3289	-66.186	-23.155	-180	-179.34	9.3289
-9.3245	-66.186	-23.157	180	-179.34	9.3245
-9.3199	-66.185	-23.16	-180	-179.34	9.3199
-9.3152	-66.185	-23.162	-180	-179.35	9.3152
-9.3103	-66.185	-23.164	180	-179.35	9.3103
-9.3052	-66.185	-23.167	-180	-179.35	9.3052
-9.3	-66.184	-23.17	180	-179.35	9.3
-9.2947	-66.184	-23.172	180	-179.36	9.2947
-9.2892	-66.184	-23.175	-180	-179.36	9.2892
-9.2835	-66.183	-23.178	-180	-179.36	9.2835
