583.000266	-16.000282	122.00008	-179.946588	179.938984	0.05433
581.000041	-9.000191	121.999821	179.976382	179.938924	-0.022594
580.000065	-1.999963	121.999794	179.943479	179.938879	-0.055377
578.999976	5.000087	121.99962	179.951545	179.938853	-0.047376
578.300032	11.999714	121.999539	179.953881	179.938882	-0.045117
578.300387	18.998928	121.999826	179.949233	179.938934	-0.0497
578.300633	25.998639	121.999791	179.944578	179.938928	-0.054277
578.800015	32.99797	121.999901	179.949126	179.938964	-0.04957
579.499976	39.99718	121.999916	179.954941	179.939058	-0.043615
580.099683	46.9964	121.999974	179.953402	179.938965	-0.045003
580.999464	53.995541	121.999985	179.951486	179.938905	-0.046802
581.999461	60.995387	121.999954	179.944778	179.938913	-0.053602
582.399625	67.995096	122.000243	179.933328	179.938979	-0.065223
582.699882	74.994702	122.00009	179.918885	179.939001	-0.079503
582.700185	81.994736	122.000216	179.903016	179.939029	-0.095317
582.700303	88.994782	122.000101	179.884928	179.939031	-0.113352
581.999819	95.994242	122.000018	179.878172	179.93899	-0.120008
581.000069	102.994242	122.000032	179.849085	179.938971	-0.149017
579.500721	109.993723	122.000738	179.830356	179.938973	-0.167556
578.000124	116.993769	122.000837	179.814975	179.938966	-0.182897
576.999896	122.993797	122.000697	179.794568	179.938932	-0.203261
575.999928	129.993864	122.00061	179.764792	179.938929	-0.232965
575.000098	136.994369	122.000771	179.728963	179.938948	-0.268804
575.000254	143.994696	122.000894	179.67954	179.938958	-0.31816
575.000282	150.994778	122.000815	179.621958	179.938954	-0.375654
575.000307	157.995026	122.000738	179.552697	179.938953	-0.444718
575.99997	164.995541	122.001	179.469148	179.939009	-0.528213
576.999973	171.995363	122.001287	179.480113	179.939053	-0.517164
578.000049	176.994493	122.001121	179.539183	179.939083	-0.458092
578.999179	182.993739	122.000571	179.627973	179.938985	-0.369348
579.999611	186.993781	122.000895	179.652118	179.93905	-0.345278
580.999831	189.993894	122.001025	179.671037	179.939079	-0.326496
582.500216	194.000261	122.000871	179.658602	179.939134	-0.338805
583.999871	196.9998	122.000744	179.685054	179.939099	-0.312441
585.000088	199.999892	122.000938	179.688554	179.939135	-0.308959
586.000087	203.000038	122.001303	179.677133	179.939213	-0.320378
586.999627	206.000268	122.001158	179.695114	179.939163	-0.302525
591.999643	206.000147	122.000942	179.660622	179.939109	2.271391
603.999556	205.999432	122.001058	173.945723	179.938958	2.233338
619.998851	196.000367	122.000105	164.086462	179.938807	2.321483
625.999705	188.000069	122.000579	158.98119	179.93898	2.305624
629.999257	169.000002	122.000465	149.06559	179.938963	2.32528
631.998273	152.000224	122.000614	140.037931	179.938905	2.379359
633.999925	142.000311	122.000741	134.01066	179.939001	2.359818
633.999675	125.00009	122.000879	124.942361	179.93883	2.315676
634.0005	107.99991	122.001281	114.949738	179.938951	2.236304
624.999817	88.99964	122.001835	104.006887	179.938785	2.177572
586.000432	58.1046	122.002155	79.024781	179.938729	2.234753
542.826249	47.199901	122.003143	55.946088	179.938627	2.111893
503.310971	54.000278	122.003584	35.359926	179.93844	1.992025
489.999985	54.000693	122.003555	26.233055	179.938372	2.00482
480.000354	54.000589	122.003855	18.157094	179.938309	1.975046
473.000037	54.000441	122.00366	12.597421	179.938363	1.976169
464.999816	56.999994	122.003741	5.900989	179.938341	1.992035
460.99982	57.000473	122.003936	2.406216	179.938276	2.061395
460.999881	50.000048	122.004231	2.345916	179.938231	2.001053
460.000534	42.999909	122.004715	2.272581	179.93813	1.927607
459.000661	35.999982	122.004811	2.244702	179.938097	1.899731
458.000696	29.000257	122.004838	2.243824	179.938097	1.898809
456.000763	22.999875	122.004712	2.274043	179.938097	1.928976
454.000372	17.000081	122.004516	2.354546	179.938132	2.00972
452.000476	11.00031	122.004424	2.399492	179.938105	2.054748
449.999868	6.000365	122.004368	2.416545	179.938178	2.071898
448.000107	2.00001	122.004489	2.427557	179.938148	2.082986
446.000095	-2.000092	122.004484	2.426343	179.938155	2.081806
444.000486	-6.000179	122.004576	2.419412	179.938094	2.074924
443.000679	-9.999886	122.004772	2.406278	179.93806	2.061729
442.001482	-14.000051	122.004975	2.388977	179.937973	2.044322
441.001847	-17.999882	122.005187	2.362795	179.937951	2.018076
440.002141	-25.000359	122.005416	2.334524	179.937942	1.989712
439.002393	-31.999945	122.005492	2.295365	179.937947	1.950399
438.501821	-38.999723	122.005489	2.245394	179.938003	1.900173
438.501825	-46.000082	122.005615	2.190787	179.937998	1.845475
438.501888	-52.999946	122.00562	2.136291	179.938012	1.790756
438.501736	-60.000117	122.005508	2.08358	179.938045	1.737958
439.000069	-67.000371	122.005459	2.037032	179.938042	1.691183
439.499741	-73.999787	122.005202	1.998931	179.938069	1.653088
440.299875	-81.000253	122.005227	1.963383	179.937964	1.617415
441.099767	-88.000096	122.005197	1.939977	179.937902	1.593719
442.000239	-94.999745	122.005085	1.914288	179.937912	1.567966
443.00015	-101.999872	122.004991	1.898576	179.937871	1.552264
443.999799	-109.999774	122.005115	1.90107	179.93786	1.554668
444.700229	-116.999588	122.005125	1.886701	179.937849	1.540097
445.300178	-123.999953	122.005178	1.914195	179.937745	1.567804
445.300576	-130.99952	122.00529	1.9376	179.93769	1.591095
445.3007	-135.999616	122.005223	1.962036	179.937657	1.615525
431.999831	-122.000393	122.005837	-9.71319	179.937609	1.587958
423.000114	-105.001266	122.005555	-22.118646	179.937684	1.478312
417.999882	-82.99971	122.005365	-35.068922	179.937593	1.422052
417.999246	-56.999745	122.005006	-50.912216	179.937751	1.470267
419.999981	-37.000103	122.004971	-62.93205	179.937783	1.594986
445.00023	-5.000476	122.005472	-83.857265	179.937562	1.801377
485.999746	16.000048	122.005716	-109.277678	179.937585	1.871881
513.000119	18.000285	122.006387	-125.644279	179.937639	1.929971
543.999028	10.999733	122.005856	-143.264903	179.937408	2.065967
562.000141	0.19974	122.005997	-155.135439	179.937481	2.073676
566.000102	-1.999722	122.006844	-160.542644	179.937564	1.992325
576.799367	-12.000458	122.006317	-169.857199	179.937474	2.03772
578.99982	-11.999807	122.006182	-174.306791	179.937402	2.027136
578.999869	-12	122.00629	-176.000352	179.937413	2.025517
