337.73	20.843
337.58	20.758
337.23	20.499
337.05	20.336
336.92	20.184
335.87	18.156
335.18	16.207
334.53	14.309
333.95	12.404
333.26	10.233
332.61	7.689
332.1	5.428
331.53	2.862
331.17	0.603
331.03	-0.413
331.02	-0.532
330.86	-2.762
330.6	-4.357
330.59	-4.512
330.6	-4.871
330.57	-6.794
330.55	-8.879
330.59	-10.767
330.81	-12.592
331.04	-14.883
331.26	-16.981
331.5	-18.689
331.79	-20.682
332.22	-22.783
332.38	-23.326
332.44	-23.502
332.5	-23.651
332.69	-24
332.83	-24.21
333	-24.397
333.2	-24.557
333.42	-24.691
334.34	-25.046
334.7	-25.136
335.03	-25.207
335.47	-25.43
335.62	-25.744
335.51	-26.075
335.06	-26.568
334.62	-26.863
334.49	-26.982
334.27	-27.257
334.18	-27.393
334.1	-27.527
334.03	-27.664
333.83	-28.158
333.76	-28.374
333.72	-28.603
334.04	-30.949
334.51	-33.033
335.05	-35.633
335.39	-37.686
336.07	-40.014
336.12	-40.201
336.39	-41.807
336.9	-43.877
337.53	-46.195
337.71	-47.302
337.73	-47.432
338.01	-48.306
338.49	-50.204
338.98	-52.27
339.51	-54.607
340.14	-56.633
340.68	-58.459
340.92	-59.72
341.53	-61.65
342.06	-63.915
342.7	-66.333
343.3	-68.486
343.8	-70.601
343.84	-70.789
344.43	-72.192
344.53	-72.427
344.65	-72.635
344.79	-72.813
344.96	-72.931
345.58	-72.98
345.82	-72.982
346.06	-73.007
346.3	-73.061
346.51	-73.131
346.65	-73.196
346.72	-73.262
346.76	-73.363
346.8	-73.734
346.72	-74.132
345.78	-74.936
345.59	-75.092
345.44	-75.241
345.36	-75.377
345.31	-75.529
345.24	-75.928
345.22	-76.101
345.21	-76.23
345.22	-76.46
345.24	-76.582
345.76	-78.485
346.33	-80.546
346.87	-83.16
347.32	-85.458
347.85	-87.762
348.35	-90.082
348.72	-92.071
349.21	-94.421
349.52	-96.428
349.83	-98.472
350.36	-100.47
350.73	-101.77
351.08	-104
351.38	-105.93
351.61	-108.11
351.59	-110.13
351.61	-112.14
351.6	-112.42
351.57	-113
351.57	-113.12
351.57	-113.24
351.32	-115.17
351.02	-117.43
350.53	-119.83
350.27	-120.56
349.55	-122.69
348.71	-124.74
347.56	-127.03
346.34	-128.82
346.05	-129.19
344.85	-130.52
343.5	-132.14
343.37	-132.28
341.74	-133.79
340.6	-134.66
339.28	-135.74
336.94	-137.06
334.55	-138.19
332.47	-139.04
330.4	-139.59
328.68	-140.27
328.5	-140.38
327.74	-141.08
327.39	-141.43
327.13	-141.32
326.34	-140.85
326.22	-140.77
325.27	-140.34
325.13	-140.3
322.78	-140.28
322.13	-140.3
319.99	-139.97
317.99	-139.48
315.78	-138.66
313.84	-137.98
311.46	-136.77
309.44	-135.49
308.24	-134.7
308.12	-134.61
306.59	-133.38
305.09	-131.91
303.59	-130.26
302.31	-128.31
300.99	-125.88
300.36	-125.19
300.22	-125.04
299.15	-122.94
298.32	-121.05
297.49	-119
296.95	-117.01
296.46	-115.06
295.88	-112.54
295.28	-110.11
294.88	-107.82
294.4	-105.3
293.97	-102.84
293.71	-100.86
293.37	-99.084
293.25	-98.529
292.89	-96.653
292.46	-94.789
292.05	-92.735
291.81	-90.749
291.54	-88.852
291.13	-86.366
290.93	-85.681
290.85	-85.483
290.77	-85.323
290.57	-85.016
290.26	-84.699
289.56	-84.267
289.4	-84.181
289.25	-84.008
289.66	-83.386
289.82	-83.122
289.99	-82.91
290.18	-82.608
290.27	-82.482
290.35	-82.355
290.41	-82.216
290.53	-81.851
290.58	-81.675
290.61	-81.304
290.62	-81.196
290.38	-79.373
289.98	-77.171
289.54	-75.079
289.14	-72.725
288.97	-70.783
288.96	-70.663
288.64	-68.351
288.12	-65.829
287.78	-63.582
287.54	-61.89
287.33	-60.709
287	-59.668
286.79	-58.006
286.49	-56.145
286.08	-54.064
285.74	-52.069
285.47	-49.731
285.16	-47.565
284.95	-46.521
284.7	-45.646
284.44	-43.755
284.16	-41.76
283.66	-39.843
283.62	-39.651
283.52	-38.298
283.46	-37.234
283.46	-37.112
283.45	-36.992
283.43	-36.867
283.38	-36.721
282.8	-35.649
282.27	-33.448
281.87	-31.194
281.73	-30.176
281.18	-27.852
280.82	-25.646
280.39	-23.393
280.03	-21.818
280.01	-21.662
280	-21.54
279.56	-19.39
279.04	-17.153
278.7	-15.109
278.42	-13.233
277.92	-10.87
277.32	-8.708
276.8	-6.67
276.36	-4.962
275.88	-2.727
275.59	-1.254
274.85	1.034
274.37	3.096
273.73	5.477
273.36	7.434
272.76	9.629
272.15	12.137
271.71	13.975
271.66	14.169
271.28	15.033
271.15	15.249
271	15.449
270.83	15.626
269.82	16.259
269.75	16.298
269.68	16.35
269.62	16.412
269.56	16.484
269.52	16.562
269.5	16.645
269.48	16.732
269.48	16.82
269.5	16.907
269.52	16.991
269.56	17.07
269.61	17.142
269.67	17.205
269.74	17.259
269.78	17.301
270.04	17.652
270.12	17.759
270.19	17.858
270.26	17.977
270.33	18.111
270.38	18.239
270.41	18.355
270.43	18.464
270.44	18.573
270.09	20.729
269.75	22.857
269.36	24.579
268.97	26.791
268.49	29.099
268.19	31.366
